LOCAL_DATE,MEAN_TEMPERATURE_CALGARY,TOTAL_PRECIPITATION_CALGARY,MEAN_TEMPERATURE_EDMONTON,TOTAL_PRECIPITATION_EDMONTON,MEAN_TEMPERATURE_HALIFAX,TOTAL_PRECIPITATION_HALIFAX,MEAN_TEMPERATURE_MONCTON,TOTAL_PRECIPITATION_MONCTON,MEAN_TEMPERATURE_MONTREAL,TOTAL_PRECIPITATION_MONTREAL,MEAN_TEMPERATURE_OTTAWA,TOTAL_PRECIPITATION_OTTAWA,MEAN_TEMPERATURE_QUEBEC,TOTAL_PRECIPITATION_QUEBEC,MEAN_TEMPERATURE_SASKATOON,TOTAL_PRECIPITATION_SASKATOON,MEAN_TEMPERATURE_STJOHNS,TOTAL_PRECIPITATION_STJOHNS,MEAN_TEMPERATURE_TORONTO,TOTAL_PRECIPITATION_TORONTO,MEAN_TEMPERATURE_VANCOUVER,TOTAL_PRECIPITATION_VANCOUVER,MEAN_TEMPERATURE_WHITEHORSE,TOTAL_PRECIPITATION_WHITEHORSE,MEAN_TEMPERATURE_WINNIPEG,TOTAL_PRECIPITATION_WINNIPEG
06/11/1962 0:00,4.2,0,3.1,0,2.2,21.1,1.1,4.8,-2.5,0,-4.2,0,-2.8,0,-1.2,0.3,7.8,2.8,0.3,0,9.7,0,-1.7,0.8,0.8,12.7
07/11/1962 0:00,7,0,2.8,0,0.3,0.8,-0.3,0.3,-0.3,0,-2.2,0,-3.6,0,3.1,0,6.4,9.7,3.9,0,10.3,14.2,2,0,-3.6,0
08/11/1962 0:00,6.7,0,3.7,0,2.5,0,1.4,0,4.7,0,5,0,2.3,0.3,9.8,0,4.2,2,4.5,0,9.2,0,0.8,0,-3.4,0
09/11/1962 0:00,-0.3,0,-0.6,0,5.6,1,3.9,0,4.2,0,4.2,0,2.2,0,1.1,0,1.1,0,3.6,3,9.2,5.1,-5.3,0.8,2.5,0
10/11/1962 0:00,3.9,0,0.3,0,6.4,43.2,4.5,19.6,3.9,16.3,3.9,40.4,2,27.7,3.7,2.3,2,0,6.1,86.1,9.2,6.6,-2.5,0.5,0.3,0
11/11/1962 0:00,1.4,0,0.6,0,10.9,5.3,7.8,4.3,3.4,6.4,1.7,4.3,2.5,2.5,0.9,0,5.6,0,2.5,0,8.9,4.3,-2.5,0.3,1.7,1
12/11/1962 0:00,3.9,0,0.6,0,3.6,1.3,0.3,2.5,-2.2,0,-2.8,0,-3.1,0,-3.9,0,10,34,0.9,0,8.9,7.4,-2.8,0,0.8,0
13/11/1962 0:00,1.1,0,-4.2,1.3,0.6,0,0.3,0,-2.8,0.5,-2.2,0,-5,0,-1.4,3,8.1,0.8,2.8,0,8.6,2.8,-3.1,0,-0.6,0
14/11/1962 0:00,-6.4,0,-2.8,0.3,0.8,1,1.1,1.5,-1.4,0.5,-2,0,-1.1,0.8,-2,1.5,4.2,0,1.7,0,8.4,5.8,-4.5,0,0,0.3
15/11/1962 0:00,-5.6,0,-3.3,0,4.5,35.1,2.8,20.8,-1.4,0,-2,0,-0.3,0,-5,0.3,5.8,28.2,1.7,0,6.7,10.2,-6.4,0,-3.7,0
16/11/1962 0:00,-4.2,0,-7.2,0.8,4.2,0,2,16.3,0.3,0,0,0,1.1,0,-5.3,0.3,9.2,19.3,1.7,0,6.7,0,-9.2,0,-6.1,0
17/11/1962 0:00,-5,0,-13.9,2.3,0.3,0,-0.6,0.3,-0.8,0,-1.7,0,-2,0,-10.6,1.5,8.1,12.2,0.6,1,5.8,15.2,-10,0.3,-5,0
18/11/1962 0:00,-1.4,0,-8.6,1.3,-0.9,2.8,-2.8,0,-3.3,0,-2.3,0,-3.1,0,-14.7,3,2.2,0.3,-1.7,0,6.7,0,-6.4,0,-8.7,5.1
19/11/1962 0:00,8.4,0.3,2.5,0.8,-0.3,3.8,-2,0,-4.7,0,-4.8,0,-6.7,0,-2.2,0,4.8,52.8,-2,0,11.7,13,-4.4,0,-4.8,0.3
20/11/1962 0:00,0,1.8,0,0,-1.1,0,-3.4,0,-2.5,0,-1.7,0,-6.7,0,2.5,0,5.3,15.2,2,0,9.5,2.3,-3.1,0,3.4,1
21/11/1962 0:00,-1.1,0,-1.2,0,1.7,0.3,0.9,0,3.4,0.8,3.7,0,-1.4,3.8,-4.2,0,-2.3,0.3,5.3,1.3,5.6,0,-5.9,0,-3.3,0
22/11/1962 0:00,-2,0,-3.4,0,10.3,62.7,8.1,46.2,2.8,0.3,2.8,0,1.4,4.3,-2.2,0,2,1.5,3.1,0,5.6,3,-6.7,0.5,-7.5,0
23/11/1962 0:00,-3.6,0,-4.8,0,1.7,0,-0.6,0.8,0.3,0,-0.3,0.3,-2.5,0,-3.6,0,8.1,8.9,2.3,3.8,5.6,0,-9.5,0.5,-2.2,0
24/11/1962 0:00,-0.3,0,2,0,-0.6,2.3,-1.7,0,0,4.6,-1.1,3.6,-2.5,0,-0.3,0,1.1,0,2.5,1.5,7.8,16.8,-10.6,6.1,-1.4,0
25/11/1962 0:00,2.5,0,0.9,0,-0.6,0,-1.4,0,-3.6,0,-2.2,0,-2.8,0,5.3,0,0.6,5.1,2,0,8.6,29.5,-15.6,0.3,3.3,0
26/11/1962 0:00,1.7,0.8,-0.9,0,-0.8,0,-3.1,0,0.9,0,-0.6,0,0,0,6.1,0.8,-0.3,9.1,0.8,0,7.5,4.8,-16.1,0,3.4,0
27/11/1962 0:00,0,0,-2.5,0,1.4,0,0.9,0,3.1,0,2,0,-0.3,0,-3.1,0,-2.2,0,1.4,0,4.8,1.3,-18.9,0.5,3.9,3.6
28/11/1962 0:00,-3.4,0,-4.5,0,3.6,0,2.5,0,3.6,0,2.2,0,-0.3,0,-3.1,0,-1.7,0,3.6,0,2.2,0,-13.1,0,2.2,14.5
29/11/1962 0:00,-5.9,0,-7,0,3.9,0,2.5,0,1.2,0,1.7,0,-0.6,0,-6.1,0,0.6,0.8,4.8,0,3.1,16.5,-14.5,1.8,-1.4,7.6
30/11/1962 0:00,-1.4,1.5,-4.2,0,4.5,0,2.8,0,2.8,0,2.3,0,1.4,0,-1.4,0,1.4,0.3,3.6,0,4.2,0.3,-14.5,1.5,-1.7,0
01/12/1962 0:00,-8.1,0,-4.4,0,4.5,0,4.2,0,4.5,0,4.8,0,3.7,0,-3.9,0.5,0.3,3.8,5,0,3.1,2.5,-13.9,0.3,1.7,0.5
02/12/1962 0:00,-6.4,0,-3.6,0,-0.6,0,0,0,2.8,0,2.2,0,-1.7,0,-3.4,0,-2.5,2.8,0.3,0,5.6,2,-15.6,0,-0.6,0
03/12/1962 0:00,-5,0,-5.3,0,1.7,0,3.1,0,3.1,0,1.7,0,-0.3,0,-8.4,0,-1.7,1.3,3.9,0,3.4,5.8,-15.3,0.3,0.8,1
04/12/1962 0:00,-3.6,0,-5.3,0,3.4,0,2.5,0,2.3,0,1.7,0,-3.4,0,-10.3,0,1.1,0,4.7,0,4.8,9.4,-10.6,0.5,-5.3,0.8
05/12/1962 0:00,1.1,0,1.7,0,2,0,2.5,0,2.5,1.5,1.4,9.1,0,0,-7,0,-3.1,0,1.7,0,8.4,13,-10.3,1.3,-11.7,0
06/12/1962 0:00,1.4,0,-0.9,0,6.4,12.2,3.4,1,4.8,5.3,3.4,4.6,2.3,14.7,-2.2,0.5,-2.5,0,4.5,40.9,6.7,3.3,-19.5,0.3,-10.9,0
07/12/1962 0:00,-4.2,0,-4.2,0,8.9,17.3,8.6,13.5,2.2,0.3,0.3,2.5,1.1,5.1,-6.2,0,2,3,2.5,3,8.3,2.5,-22.5,2.3,-5.3,1.3
08/12/1962 0:00,-3.4,0,-4.5,2.8,4.5,0.3,2.5,0.5,0.8,1.8,-0.9,0,-1.9,1.3,-12.5,0,9.2,8.9,0.3,0,7.5,0,-25.6,9.1,-11.7,1.5
09/12/1962 0:00,-6.7,0,-10.6,0,6.2,20.1,4.5,11.2,0.6,3.6,-1.4,3.6,-2.5,9.1,-12,2.5,2.8,0,-2.8,0.3,3.7,0,-23.1,6.9,-17.5,0
10/12/1962 0:00,-10,0,-15,0,6.4,12.4,5.3,2.3,-3.1,4.1,-5.6,1.5,-3.9,17.5,-22,0.5,5,19.6,-3.9,0,3.4,0,-14.2,1.8,-21.1,0
11/12/1962 0:00,-1.1,0.3,-8.1,0,0.6,0,-3.4,0.3,-7.8,0.5,-12,0.3,-10.6,0,-18.1,0,6.4,0.5,-8.1,0,3.9,0,-4.2,0,-23.7,0
12/12/1962 0:00,5.6,0,-2.3,0,-2,18.5,-5.3,0.8,-12.8,0,-17.2,0,-16.4,0.3,-3.6,0,6.4,0.8,-8.7,0,4.2,2.8,-0.6,0,-16.2,0
13/12/1962 0:00,5,0,-3.6,0,-7.5,6.9,-10.9,0,-12.2,0.5,-14.5,0.3,-20.3,0.5,-6.4,0,6.7,18.8,-11.4,0.5,7.8,3.8,3.4,0,-12,0
14/12/1962 0:00,2.3,0,-3.9,0,-9.5,0.8,-12,2.8,-12.8,1.5,-15.6,1,-15.9,1.5,-4.5,0,-1.9,2.8,-11.4,0.5,10.6,24.6,0.6,7.1,-11.1,0
15/12/1962 0:00,9.7,0,3.1,0,-9.8,5.3,-14.4,0,-15.3,0.5,-17,1,-20.6,0.8,-2,0,-0.6,13.5,-6.1,3.8,10.8,8.9,-1.4,7.1,-5.3,0
16/12/1962 0:00,3.6,0,3.4,0,-9.2,10.7,-11.9,4.8,-12.3,0,-12,0,-12.2,1,1.1,0,-5.3,0,-5,0,8.9,0.5,-3.4,1.8,0,0
17/12/1962 0:00,0,0,-0.9,0,-2.8,2,-7,1,-6.4,1.8,-6.7,4.3,-10.3,1.5,-2.5,0,0.9,6.9,0,0.3,7.3,0,-3.7,0,-1.4,0.3
18/12/1962 0:00,-2.8,0,-3.1,0,-8.9,0,-13.4,0.8,-5.6,0.5,-5,0,-9.2,0.3,-6.7,0,-3.4,20.6,0.9,0,7.2,1,-5.6,0,-7.2,0
19/12/1962 0:00,-6.4,0,-5.6,0,-5.8,9.7,-9.4,5.3,-3.9,0.5,-5.8,0.5,-6.2,8.9,-9.5,0.8,-7.2,0,-2,0,6.7,10.7,-6.7,0,-17.3,0
20/12/1962 0:00,-1.1,0,-1.4,0,-8.3,3.3,-10.6,0,-15,0,-18.6,0,-17.5,0,-5.9,0.3,-1.2,6.4,-11.4,0,6.7,5.1,-8.6,0,-12.8,0
21/12/1962 0:00,-1.4,1.3,-6.7,4.6,-16.4,0,-17.8,0,-18.6,0.3,-20.9,0.5,-22.3,0,-8.3,7.1,-8.9,0.8,-8.6,3.3,5.9,6.1,-9.2,0,-4.5,0
22/12/1962 0:00,-16.2,0.8,-20.3,0.3,-7.8,19.3,-12,27.7,-11.7,21.1,-11.7,6.4,-15.3,14.7,-19.4,0,-6.7,0,-3.1,2.8,2.5,0,-13.1,0,-12.5,4.1
23/12/1962 0:00,-15.3,0,-19.5,0,0,2.5,-2.5,5.3,-4.2,5.6,-7.3,4.1,-6.7,7.9,-22,0,-0.9,18.8,-2,2,1.1,0,-16.7,0,-19.2,0
24/12/1962 0:00,-13.6,0,-17.2,0,-4.7,1.5,-7.8,0,-11.1,0,-13.1,0,-11.9,0.5,-21.2,0,-0.6,0.8,-8.6,0.5,-0.3,0,-13.9,0,-18.9,0
25/12/1962 0:00,-8.1,0,-7.2,0.3,-11.7,0,-14.8,0,-12.2,0,-12,0.8,-13.6,3.3,-20.9,0.8,-7.5,0,-7,0.3,-0.6,0,-7.8,1.8,-24.2,0
26/12/1962 0:00,-2.8,4.3,-3.4,2.5,-4.7,21.1,-6.1,1.5,-6.1,3,-7.5,0.3,-11.4,9.1,-12.8,6.1,-7.8,1.3,-8.9,0,-0.9,0.5,-10.9,1,-20.8,0
27/12/1962 0:00,-6.1,0.3,-11.2,4.6,-11.2,0,-14.2,0,-16.7,0,-15,0,-19.7,0,-15.3,1,-7,1.5,-11.1,0,2.2,14.7,-18.9,0,-19.5,0.5
28/12/1962 0:00,-17.8,0.8,-22.3,1.5,-10,0,-13.1,0,-11.4,0.3,-12,0,-13.9,0,-22,1.5,-10.6,0.5,-3.1,0,4.8,18,-25.9,1,-13.7,0.8
29/12/1962 0:00,-18.4,0,-22.8,1.8,-7.8,0,-11.4,0,-7.5,7.6,-9.5,5.3,-8.4,8.9,-26.1,0,-6.1,1.5,-3.9,1.5,7,40.9,-33.6,0,-21.7,0
30/12/1962 0:00,-7.8,0,-17.8,0,-3.3,14.7,-2.2,15.2,-19.5,0,-22,0,-12,15.2,-17.5,0.8,-2.8,4.3,-15.9,0.3,8.1,20.8,-37.5,0,-20.3,0
31/12/1962 0:00,-7.2,0,-12.5,0,-6.4,1,-6.1,0.8,-19.5,11.9,-21.4,1.5,-14.5,7.6,-17,0,1.7,13.2,-18.1,0,7,1.8,-38.9,0,-12,0
01/01/1963 0:00,1.1,0,-15,0,-0.9,1.5,0.6,23.4,-13.6,0.8,-14.8,2.5,-9.5,0,-18.4,0,2.8,36.6,-10,0,8.6,12.4,-39.5,0,-12,0
02/01/1963 0:00,-1.4,0,-13.6,1,1.1,0.3,1.1,11.7,-7.8,0,-9.2,0.3,-7,0,-13.9,0,1.4,11.2,-5.9,0,8.1,11.2,-37.3,0,-4.4,0
03/01/1963 0:00,-2.5,0,-8.9,0,-0.6,0,1.4,7.6,-5.6,1.8,-5.6,1.8,-6.7,0,-10.6,1,1.7,4.1,-4.5,2.3,5,0.5,-30.3,0.3,-13.6,0
04/01/1963 0:00,0.9,0,-5.6,0,-1.7,0,-1.4,0,-5.3,1,-5,0.3,-5.3,0,-10.6,0,1.7,9.1,-1.4,0.3,3.9,0,-21.1,0.8,-10,0.8
05/01/1963 0:00,7,0,1.7,0,0.3,0,0,1.8,-2.8,0,-4.2,0,-5,0,-3.4,0,0,0,-0.3,0,2.5,0,-20,0,-10.6,0
06/01/1963 0:00,5.3,0,0.9,0,0,1.3,-1.4,0,-2.8,1,-2.5,0.3,-5,0.5,0,0,-0.3,0.8,-1.1,0,3.7,0,-11.7,2.5,-0.6,0
07/01/1963 0:00,10,0,4.5,0,-1.1,0.5,-2.8,0,-2,0.3,-2,0,-5.3,0.3,2.2,0,-0.3,0.3,-1.1,0.3,3.1,0,-11.1,0.8,0.8,0.5
08/01/1963 0:00,0.8,8.1,-9.2,0.3,-1.7,6.4,-1.7,0.5,-1.9,0.3,-1.1,0.5,-2.2,2.8,-8.9,0,-1.4,0.3,-0.9,0,5,0.8,-28.1,0.5,-6.4,0.5
09/01/1963 0:00,-17.8,2.3,-24.5,2.8,0.6,24.1,-1.4,30,0.3,1.8,0.3,3.3,-1.4,0.3,-22.5,0,2.8,48.8,0.8,0.8,2.8,0,-38.9,0,-19.4,0
10/01/1963 0:00,-29.7,0,-29.2,0,1.1,0,-1.1,0,0,0,-2,0,-2.8,0.3,-27.3,0,0.9,0,0,0,-5.3,0,-32.8,0,-25,0
11/01/1963 0:00,-22.5,0,-22.8,0,-0.6,0,-3.9,0,-7,0.3,-9.2,0.3,-10.9,0,-28.9,0,0.3,0,-5.3,1.3,-7,0,-25,0,-27.2,0
12/01/1963 0:00,-10.3,0,-15.6,0,-1.9,10.2,-6.1,8.4,-10.3,6.1,-10,7.6,-10.6,17.8,-23.1,0,-2.8,0,-5.3,0.8,-5.9,0,-9.8,0,-23.6,0.3
13/01/1963 0:00,-10,3.3,-16.7,5.6,3.9,17.8,0.6,7.1,-7.5,3.8,-8.9,0.3,-8.6,12.7,-26.1,0,1.7,4.8,-10.3,0,-3.1,1,-4.7,0.5,-25.8,0
14/01/1963 0:00,-15.3,5.3,-22,1.5,-0.3,1.5,-5,0.8,-10.6,0,-12.5,0,-13.4,0.3,-29.7,0,5.6,10.2,-11.4,0,0,0.8,-3.6,1,-29.2,0
15/01/1963 0:00,-12.3,2.3,-18.7,0.3,-5,0,-9.2,0,-14.7,0,-17,0,-17.8,0,-26.4,0,-3.4,0,-15.6,0,2.2,1.5,-2.8,0.3,-24.7,0
16/01/1963 0:00,-9.5,0.3,-10.8,1,-8.9,0.8,-15.3,0,-16.2,0.3,-17.8,0,-21.1,0.3,-21.4,1,-4.2,0,-15,0,1.7,0.8,-7.5,0,-23.7,0
17/01/1963 0:00,-16.7,1.3,-19.2,1,-8.6,1.8,-14.2,0,-12,0,-13.4,0,-15.9,0.8,-23.4,0,-7.8,1.8,-10.3,0,1.4,1,-3.7,1.3,-26.2,1.5
18/01/1963 0:00,-22.5,0,-23.9,0,-3.1,14.2,-7.8,7.6,-12.3,0,-12.5,0,-13.7,0.8,-31.4,0,-8.1,0,-4.7,0,0.9,0,-4.5,0,-31.1,0
19/01/1963 0:00,-5.9,0.8,-6.9,3.6,-2.8,0,-3.6,0,-8.1,0,-11.4,0,-8.9,0,-17.5,0.5,-3.9,12.2,-8.4,3.8,-2.2,0,1.7,0,-27.8,2
20/01/1963 0:00,0.6,0.3,-3.1,4.1,0.6,15.2,-1.7,1.3,-3.4,1,-9.5,4.3,-5.6,18.5,-22.5,2,-4.2,0,-10.3,5.8,0,0,1.7,1.8,-29.7,0
21/01/1963 0:00,-7.8,0.8,-15.6,9.1,-3.1,14.2,-5.6,7.6,-13.1,0,-17.2,0,-13.4,0.3,-25.3,0.8,5.8,13.2,-14.8,0,0,1.3,-4.8,0.8,-31.4,0.8
22/01/1963 0:00,-25,0.3,-30.9,0,-7.8,1,-14.2,0.8,-14.5,0.8,-16.1,1.3,-19.7,3.3,-32.2,0,-2.3,1.5,-11.4,2,3.1,0.3,-12.5,3.6,-32.5,0
23/01/1963 0:00,-23.6,0,-25.8,0.5,1.7,5.3,-3.6,3.6,-14.2,5.6,-16.7,5.3,-13.9,6.9,-27.5,0,-5,2.3,-16.7,3,1.1,0,-12.8,0,-24.8,0
24/01/1963 0:00,-20.3,0.5,-25.9,0.5,-2,14.7,-5,13.7,-17.5,0.3,-21.1,0,-18.6,2,-26.4,0,0.6,16.3,-20,0,1.4,0,-13.6,0.8,-22.8,0
25/01/1963 0:00,-23.1,0,-27.2,0.3,-10,5.1,-15.3,0,-15.6,0,-18.3,0,-21.4,0,-27.8,0,-5,1.8,-14.5,0.3,2,0,-12.2,0.3,-23.9,0
26/01/1963 0:00,-18.6,0,-25.9,0,-13.6,0.8,-17.8,0,-15,0.5,-15,1,-20,0.3,-29.5,0,-9.2,0,-9.8,1.5,0.3,0,-10,1,-24.8,0
27/01/1963 0:00,-12,0,-13.7,3.3,-1.1,46.7,-4.7,49.5,-11.4,15.7,-12.5,9.1,-10.9,32.3,-22.3,1,-7.3,0,-10.3,3.8,-2.2,0,-7.5,0,-23.4,0
28/01/1963 0:00,-19.5,0,-22,0.3,-6.1,0.5,-8.7,1.3,-14.5,0,-16.7,0,-15.6,0.8,-24.5,0,0.3,42.4,-12.8,0,-2,0,-12,0,-19.2,0.3
29/01/1963 0:00,-20,0,-21.4,0,-11.4,0,-14.5,0,-14.5,0,-15,0,-18.3,0,-26.1,0,-7.8,1,-11.7,0,-2.5,0,-13.9,0,-23.9,0
30/01/1963 0:00,-11.7,0,-8.1,0,-6.7,21.6,-8.1,3.6,-12,0.5,-12.8,0,-12.2,0.8,-14.8,0.3,-9.5,0,-9.5,0,-3.1,0,-8.9,0,-20,0
31/01/1963 0:00,-12.3,0,-12.3,4.1,-10.3,2.8,-12.5,0,-17.8,0,-16.1,0,-18.1,0,-10.9,7.1,-3.1,1.3,-13.4,0,-1.1,8.6,-3.9,4.1,-11.2,0
01/02/1963 0:00,-20.6,1.5,-25.9,0.8,-13.9,0,-14.7,0,-16.1,0,-14.5,0,-16.1,0,-24.2,6.6,0.8,2,-11.2,0,-0.3,0,-15.9,1.3,-17,6.6
02/02/1963 0:00,-25,0,-27.5,0.3,-8.4,0,-12.8,0,-7.2,15.2,-7.8,10.2,-12.2,22.1,-29.5,0,-0.9,4.3,-3.9,1.8,2.5,22.9,-26.7,0,-28.1,0
03/02/1963 0:00,-19.2,0,-22.5,1.3,-2,49.3,-6.7,8.4,-12.5,0,-16.1,0,-15,2.5,-22.8,2.5,0.3,2,-14.2,0.5,9.2,3.3,-33.6,0,-23.9,6.1
04/02/1963 0:00,-2,0,-17,0,-14.8,0,-21.4,0,-22.3,3,-23.3,5.1,-25.3,3,-14.5,0,-4.7,1.8,-10,1,10.3,22.4,-35,0.8,-17.2,0
05/02/1963 0:00,6.7,0,-6.1,0,-7.8,15.2,-13.6,5.1,-15.9,3.6,-14.8,1,-15.8,3.3,-2.2,0,-10.3,1.8,-0.6,0,9.5,2.5,-29.8,1,-3.9,2.5
06/02/1963 0:00,5.6,0,4.2,0,-6.2,8.4,-10.3,1,-10.3,7.6,-9.2,9.7,-13.1,0.5,-5.8,0,-7.2,3.3,-0.9,0,9.8,10.4,-20.3,1,-10,0
07/02/1963 0:00,4.2,0,3.1,0,-6.7,16,-9.5,5.8,-16.7,0.3,-16.7,0,-15.3,3.6,-3.1,0,-5.9,0.5,-11.4,0,8.7,0,-4.5,0,-8.7,4.8
08/02/1963 0:00,2,0,-3.9,0,-12.5,10.7,-15.6,1,-22.2,0,-19.7,0,-18.6,0.3,-5.3,0.5,-1.7,0.5,-17.5,0,8.9,0,4.2,0,-8.1,0.5
09/02/1963 0:00,0.3,0,-4.2,0,-10.9,0.3,-12.2,0,-13.4,0,-11.7,0,-15,0,-8.7,0.3,-2,6.1,-12,0.3,6.7,0,3.6,0,-13.6,4.8
10/02/1963 0:00,-3.1,0,-2.3,0,-4.2,2,-5,0,-10,0,-9.7,0,-12.8,0,-12.8,0,-2.5,1,-5.6,0.8,5,0,-6.7,0,-16.7,0
11/02/1963 0:00,0,0,-5.6,0,-4.2,1,-7,1.3,-6.1,0,-8.9,0,-11.7,0,-9.2,0,-0.9,7.1,-7.8,2.5,5.8,0,-15.6,0,-11.4,0
12/02/1963 0:00,-0.6,0,-6.1,0,-5.6,11.9,-9.7,16.8,-8.1,6.9,-8.4,2.3,-11.1,15,-8.4,0.3,-6.4,0.5,-12.5,0,5.9,0,-10.9,0,-11.2,0.3
13/02/1963 0:00,-5,0,-6.4,0,3.1,23.6,-3.1,8.6,-6.7,2.8,-9.2,2,-6.7,9.9,-9.7,0.3,-0.8,7.1,-8.1,1,4.8,4.6,-8.6,0,-16.7,0.3
14/02/1963 0:00,-5.8,0,-8.4,0.5,-2.8,0.3,-5.3,0,-8.6,0.3,-10.6,0,-9.5,2,-12.2,1.5,0.3,1.5,-8.1,1,7.5,0,-2.8,0,-23.9,0
15/02/1963 0:00,-0.6,0,-5.9,0,-7.5,0.3,-10,0,-13.6,0.3,-17.3,0,-14.2,0,-15.6,1,-3.4,1.8,-15.3,0,4.7,5.1,-2.8,0,-17,0
16/02/1963 0:00,-0.3,0,-7.2,1.3,-14.2,0,-14.2,0,-19.5,0,-19.4,0,-19.2,0,-9.2,4.1,-6.1,2.5,-13.4,0,8.7,1,-7,0,-8.7,0
17/02/1963 0:00,-6.4,0,-15.6,4.3,-12,0,-14.5,0,-13.3,0.5,-12.2,0.5,-18.4,1.8,-18.3,0.3,-8.3,0,-5.6,0,8.1,5.1,-6.1,0,-15.3,1.5
18/02/1963 0:00,-5.6,0.5,-8.9,1.8,-4.2,0.8,-7.3,0,-0.9,1.3,-2,2.5,-5.9,5.1,-20.6,0.3,-7,1,2.8,0,7.8,2,-5.6,0,-21.7,0
19/02/1963 0:00,-7.3,2,-12.5,0.3,1.2,0.5,-5.6,7.9,-4.5,8.4,-8.1,4.6,-9.5,4.8,-21.4,0,-3.6,0.3,-0.6,0,9.5,11.2,-6.4,0,-19.2,0.5
20/02/1963 0:00,-13.4,2.5,-17,0.8,-1.1,19.8,-8.7,37.6,-5.9,3.8,-8.3,3.6,-10,11.7,-29.5,0,-1.7,21.8,-7.5,0,9.2,0,-7,0,-28.4,0
21/02/1963 0:00,-3.1,0,-9.5,1.8,-2,5.6,-5.6,2,-14.5,0,-18.9,0,-15,3.8,-22.5,0,-1.7,0,-15.3,0,6.7,0,-3.9,0.5,-23.9,0
22/02/1963 0:00,3.7,0,-3.4,0,-13.1,0,-17.5,0,-19.8,0,-20,0,-22.5,0,-15.8,2.3,-3.4,6.4,-16.1,0.3,4.5,0,-0.3,0.8,-19.2,0
23/02/1963 0:00,2.2,0.3,0,4.1,-12.2,0,-16.7,0,-15.3,0.5,-14.7,0,-18.4,0.5,-20,1.3,-9.2,2.3,-10,0.3,5,0.8,4.2,0,-18.6,0
24/02/1963 0:00,2.5,0,1.4,0,-7.3,5.8,-11.2,3.3,-6.7,4.3,-8.9,6.9,-13.4,6.6,-13.9,4.6,-9.2,1,-7.5,4.1,5.9,0,-0.6,0,-21.7,0
25/02/1963 0:00,2.5,0,0,0,-4.2,7.4,-6.4,11.4,-11.7,0.3,-14.2,0.3,-10.6,6.4,-10.9,0.3,-3.1,18.5,-12.5,0,6.9,37.3,0.6,1,-20.6,0
26/02/1963 0:00,5.3,0.3,1.1,8.6,-10.3,0,-13.3,0,-15.9,0,-18.1,0,-18.1,0,-8.9,0,-7,1.5,-16.2,0,9.5,6.6,-4.5,0,-10.3,0.3
27/02/1963 0:00,1.4,0.8,-0.6,2.5,-12,0,-14.8,0,-16.4,0,-15.9,0,-20.6,0,-15.3,0.3,-9.2,0,-13.4,0,6.4,0.3,-3.1,0,-19.2,0
28/02/1963 0:00,2.5,0,0,0,-9.2,0,-12.2,0,-11.4,0,-12.3,0,-15,0.5,-5.3,0.5,-8.4,0.8,-8.9,0,5.9,8.6,-4.2,4.8,-15.6,1.3
01/03/1963 0:00,-1.1,2.5,0,0,-10.3,0,-14.2,0,-12,0,-12.5,0,-15.3,0,-3.9,0.3,-13.4,0,-10.8,0,5,0,-3.4,1,-6.1,0
02/03/1963 0:00,-3.3,0,-3.1,0.5,-10.6,9.1,-12.5,0,-7.8,0.5,-7.5,0,-9.5,2.5,-7.5,3,-13.3,0,-2.8,0,5.9,0,-8.4,0,-11.4,0
03/03/1963 0:00,-2,0,-4.2,0.3,-7.8,1,-8.6,0,-5,0,-5.6,0,-8.3,0,-10.6,0.3,-12.2,0,0.3,0,3.9,0,-1.4,0,-13.9,2.5
04/03/1963 0:00,-0.6,0,-1.4,0,-6.7,0,-10.9,0,-5.3,0,-7,0,-11.2,0,-8.4,0,-10.9,0,0,3,4.2,0,0.3,0,-13.6,0
05/03/1963 0:00,0.8,0,-0.3,0,-7.8,0,-10.8,0,-6.9,0,-6.7,0,-10,0,-3.6,0,-14.8,0,-0.8,0.8,3.9,0,3.4,0,-3.1,0
06/03/1963 0:00,0.6,0,0.8,0,-3.6,7.6,-7.2,19.8,-3.9,32.5,-5,18.3,-8.9,20.3,-3.9,1,-11.2,0,0.6,14.7,2.8,0,2.5,0,-4.7,0
07/03/1963 0:00,1.1,0,0.8,0,0.3,1,-2,4.6,-7,0,-6.7,0,-6.7,5.1,-6.4,0,-4.2,7.4,-2.5,0,3.1,0,-0.3,0,-12.3,11.7
08/03/1963 0:00,1.1,0,0.3,0,-1.7,0,-5,0,-6.4,0,-7.3,0,-10.3,0.5,-7.8,2,-2.8,0.8,-0.3,0,3.6,0,1.4,0,-20.6,1.5
09/03/1963 0:00,2.8,0.5,0.6,0,-0.6,0,-3.1,0,-6.4,0,-8.1,0,-9.2,3,-8.9,0.3,-1.7,2,-7.2,0,3.7,0,-0.6,0,-16.7,1.3
10/03/1963 0:00,0,0,-0.6,3.8,-2.8,17.3,-8.1,9.9,-11.1,4.1,-11.4,2.3,-13.9,9.9,-2.8,0.8,-1.7,0.8,-5.3,0.5,6.1,0,1.4,0,-9.2,1.5
11/03/1963 0:00,-3.6,1.3,-3.1,0.5,-6.4,9.1,-8.1,7.6,-9.5,0,-11.1,0.3,-13.1,0.3,-9.2,0,-1.1,12.2,-6.4,3,6.7,0,-10.9,3.8,-3.6,0
